Zip,CurrentTemp,CurrentCondition,MorningTemp,AfternoonTemp,EveningTemp,OvernightTemp
37074,68,Cloudy,67,75,66,61
37075,68,Cloudy,67,78,67,63
37076,68,Cloudy,67,78,67,63
37077,68,Cloudy,67,78,66,62
37078,69,Cloudy,68,78,65,61
37079,70,Cloudy,69,78,66,62
37080,68,Cloudy,66,76,65,61
37082,68,Cloudy,67,77,65,61
37083,68,Rain Shower,67,73,64,60
37085,68,Cloudy,67,76,66,62
37086,68,Cloudy,66,77,65,61
37087,68,Cloudy,67,76,66,61
37088,68,Cloudy,68,76,66,62
37089,68,Cloudy,67,78,65,61
37090,69,Cloudy,67,75,65,62
37091,68,Cloudy,67,77,64,59
37095,71,Cloudy,69,75,65,62
37096,69,Cloudy,68,78,64,61
37097,69,Cloudy,68,78,64,61
37098,69,Cloudy,68,76,64,60
37101,69,Cloudy,68,76,64,61
37110,72,Cloudy,71,76,65,61
37111,72,Cloudy,71,76,65,61
37115,69,Cloudy,67,78,67,63
37116,69,Cloudy,67,78,67,63
37118,69,Cloudy,67,75,65,61
37119,69,Cloudy,68,76,65,61
37121,67,Cloudy,67,76,66,62
37122,67,Cloudy,66,77,66,62
37127,68,Cloudy,67,76,66,62
37128,68,Cloudy,67,77,66,62
37129,68,Cloudy,67,77,66,62
37130,68,Cloudy,67,76,66,63
37131,68,Cloudy,67,76,66,63
37132,68,Cloudy,67,76,66,63
37133,68,Cloudy,67,76,66,63
37134,68,Cloudy,67,77,65,61
37135,68,Cloudy,66,77,65,61
37136,69,Cloudy,67,74,65,62
37137,68,Cloudy,68,77,64,60
37138,68,Cloudy,67,78,67,63
37140,69,Cloudy,68,78,65,61
37141,69,Cloudy,68,76,65,61
37142,71,Cloudy,69,78,66,62
37143,67,Cloudy,66,76,65,61
37144,69,Cloudy,68,77,65,61
37145,70,Cloudy,67,74,66,62
37146,68,Cloudy,66,76,65,60
37148,69,Cloudy,68,75,65,61
37149,69,Cloudy,69,75,65,61
37150,70,Cloudy,68,73,64,61
37151,70,Cloudy,68,75,66,61
37152,67,Cloudy,66,76,65,61
37153,68,Cloudy,66,76,65,61
37160,70,Cloudy,69,77,64,61
37161,70,Cloudy,69,77,64,61
37162,70,Cloudy,69,77,65,61
37165,69,Cloudy,68,76,65,61
37166,70,Cloudy,69,75,64,60
37167,68,Cloudy,67,77,65,61
37171,70,Cloudy,69,77,65,61
37172,69,Cloudy,68,76,65,61
37174,68,Cloudy,66,77,64,60
37175,69,Cloudy,68,78,65,62
37178,69,Cloudy,69,77,64,61
37179,67,Cloudy,66,76,64,60
37180,68,Cloudy,67,76,65,60
37181,69,Cloudy,68,76,64,61
37183,70,Cloudy,69,76,65,61
37184,70,Cloudy,68,75,65,61
37185,69,Cloudy,68,78,65,61
37186,68,Cloudy,66,74,65,60
37187,67,Cloudy,67,76,64,61
37188,68,Cloudy,67,75,65,61
37189,69,Cloudy,67,77,66,62
37190,70,Cloudy,69,75,65,61
37191,70,Cloudy,69,77,66,61
37201,70,Cloudy,68,78,67,63
37202,70,Cloudy,68,78,67,63
37203,70,Cloudy,68,78,67,63
37204,69,Cloudy,68,78,66,62
37205,69,Cloudy,68,77,66,62
37206,69,Cloudy,68,78,67,63
37207,69,Cloudy,68,77,67,63
37208,69,Cloudy,68,78,67,63
37209,70,Cloudy,68,78,66,62
37210,69,Cloudy,68,78,67,63
37211,69,Cloudy,68,78,67,63
37212,69,Cloudy,68,77,67,63
37213,70,Cloudy,68,78,67,63
37214,69,Cloudy,68,78,67,63
37215,69,Cloudy,67,77,66,62
37216,69,Cloudy,68,78,67,63
37217,69,Cloudy,67,78,67,63
37218,69,Cloudy,68,77,66,62
37219,70,Cloudy,68,78,67,63
37220,68,Cloudy,67,77,65,61
37221,70,Cloudy,69,77,65,61
37222,70,Cloudy,68,78,67,63
37224,70,Cloudy,68,78,67,63
37227,70,Cloudy,68,78,67,63
37228,70,Cloudy,68,78,67,63
37229,69,Cloudy,68,78,67,63
37230,70,Cloudy,68,78,67,63
37232,70,Cloudy,68,78,67,63
37234,70,Cloudy,68,78,67,63
37235,69,Cloudy,68,78,67,63
37236,70,Cloudy,68,78,67,63
37238,69,Cloudy,68,78,67,63
37240,70,Cloudy,68,78,67,63
37241,70,Cloudy,68,78,67,63
37242,70,Cloudy,68,78,67,63
37243,70,Cloudy,68,78,67,63
37244,69,Cloudy,68,78,67,63
37246,70,Cloudy,68,78,67,63
37250,70,Cloudy,68,78,67,63
37301,68,Cloudy,68,73,64,61
37302,72,Cloudy,68,77,69,67
37303,70,Cloudy,67,75,67,66
37304,69,Cloudy,65,76,69,67
37305,73,Cloudy,71,76,64,60
37306,73,Cloudy,72,76,65,62
37307,73,Mostly Cloudy,69,77,68,67
37308,69,Cloudy,67,77,69,67
37309,71,Mostly Cloudy,68,77,68,67
37310,71,Cloudy,68,77,68,67
37311,71,Mostly Cloudy,67,77,68,67
37312,71,Cloudy,67,77,68,68
37313,68,Cloudy,68,72,62,60
37314,72,Mostly Cloudy,68,74,66,65
37315,72,Cloudy,68,77,69,68
